PARKING_ZONE,STALL_TYPE,BLOCK_SIDE,PERMIT_ZONE,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,BRZ_NAME,First_address,Second_address,First_address_Second_address,availability,number_of_spots_left
3350,Parallel,S,3350,9,0910-1750 MON-FRI,120,PM,Beltline,11 Av SW , 6 St SW ,11 Av SW  &  6 St SW ,5,5
3591,Parallel,N,3591,9,0910-1750 MON-FRI,180,none,,13 Av SW , 8 St SW ,13 Av SW  &  8 St SW ,5,5
3616,Parallel,W,3616,9,0910-1750 MON-FRI,180,none,,6 St SW , 12 Av SW ,6 St SW  &  12 Av SW ,5,5
3873,Parallel,S,3873,9,0910-1750 MON-FRI,180,none,,13 Av SW , 6 St SW ,13 Av SW  &  6 St SW ,5,5
2069,Parallel,E,2069,2,0910-1750 MON-FRI,30,none,Downtown,1 St SE , 6 Av SE ,1 St SE  &  6 Av SE ,5,5
1445,Parallel,E,1445,2,0910-1750 MON-FRI,120,none,,3 St SE , 3 Av SE ,3 St SE  &  3 Av SE ,5,5
1282,Parallel,S,1282,2,0910-1750 MON-FRI,120,none,,Riverfront Av SE , MacLeod ,Riverfront Av SE  &  MacLeod ,5,5
2539,Parallel,N,2539,2,0910-1520 MON-FRI,120,AM&PM,Downtown,9 Av SE , MacLeod ,9 Av SE  &  MacLeod ,5,5
1437,Perpendicular,S,1437,2,0910-1750 MON-FRI,540,none,,Riverfront Av SE , 3 St SE ,Riverfront Av SE  &  3 St SE ,5,5
1828,Parallel,E,1828,2,0910-1750 MON-FRI,120,none,Downtown,1 St SE , 5 Av SE ,1 St SE  &  5 Av SE ,5,5
2083,Parallel,E,2083,2,0910-1750 MON-FRI,15,none,Downtown,MacLeod Tr SE , 6 Av SE ,MacLeod Tr SE  &  6 Av SE ,5,5
1427,Perpendicular,W,1427,2,0910-1750 MON-FRI,120,none,,3 St SE , 3 Av SE ,3 St SE  &  3 Av SE ,5,5
1280,Parallel,S,1280,2,0910-1750 MON-FRI,120,none,,Riverfront Av SE , MacLeod ,Riverfront Av SE  &  MacLeod ,5,5
1427,Parallel,W,1427,2,0910-1750 MON-FRI,120,none,,3 St SE , 3 Av SE ,3 St SE  &  3 Av SE ,5,5
2072,Parallel,S,2072,2,0910-1750 MON-FRI,120,none,Downtown,6 Av SE , MacLeod ,6 Av SE  &  MacLeod ,5,5
2326,Parallel,N,2326,2,0910-1750 MON-FRI,180,none,,8 Av SE , 3 St SE ,8 Av SE  &  3 St SE ,5,5
1133,Parallel,N,1133,2,0910-1750 MON-FRI,120,none,,Riverfront Av SE ( 3 Av SE) , 3 St SE ,Riverfront Av SE ( 3 Av SE)  &  3 St SE ,5,5
1641,Parallel,E,1641,2,0910-1750 MON-FRI,120,none,,3 St SE , 4 Av SE ,3 St SE  &  4 Av SE ,5,5
2658,Parallel,S,2658,2,0910-1750 MON-FRI,120,none,Downtown,9 Av SE , MacLeod ,9 Av SE  &  MacLeod ,5,5
2539,Parallel,N,2539,2,0910-1520 MON-FRI,120,AM&PM,Downtown,9 Av SE , MacLeod ,9 Av SE  &  MacLeod ,5,5
1638,Angle,E,1638,2,0910-1750 MON-FRI,120,none,Downtown,MacLeod Tr. SE , 4 Av SE ,MacLeod Tr. SE  &  4 Av SE ,5,5
1437,Perpendicular,S,1437,2,0910-1750 MON-FRI,540,none,,Riverfront Av SE , 3 St SE ,Riverfront Av SE  &  3 St SE ,5,5
1435,Angle,E,1435,2,0910-1750 MON-FRI,120,none,,MacLeod Tr SE , 3 Av SE ,MacLeod Tr SE  &  3 Av SE ,5,5
1437,Perpendicular,S,1437,2,0910-1750 MON-FRI,540,none,,Riverfront Av SE , 3 St SE ,Riverfront Av SE  &  3 St SE ,5,5
1435,Parallel,E,1435,2,0910-1750 MON-FRI,120,none,,MacLeod Tr SE , 3 Av SE ,MacLeod Tr SE  &  3 Av SE ,5,5
2059,Parallel,S,2059,2,0910-1520 MON-FRI,60,AM&PM,Downtown,6 Av SE , MacLeod ,6 Av SE  &  MacLeod ,5,5
2556,Parallel,S,2556,2,0910-1750 MON-FRI,180,none,,8 Av SE , 3 St SE ,8 Av SE  &  3 St SE ,5,5
1138,Parallel,N,1138,2,0910-1750 MON-FRI,120,none,,Riverfront Av SE ( 3 Av SE) , 3 St SE ,Riverfront Av SE ( 3 Av SE)  &  3 St SE ,5,5
1437,Perpendicular,S,1437,2,0910-1750 MON-FRI,540,none,,Riverfront Av SE , 3 St SE ,Riverfront Av SE  &  3 St SE ,5,5
2072,Parallel,S,2072,2,0910-1750 MON-FRI,120,none,Downtown,6 Av SE , MacLeod ,6 Av SE  &  MacLeod ,5,5
1445,Parallel,E,1445,2,0910-1750 MON-FRI,120,none,,3 St SE , 3 Av SE ,3 St SE  &  3 Av SE ,5,5
4946,Parallel,S,4946,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,none,Crescent Heights Village,9 Av NE , 1 St NE ,9 Av NE  &  1 St NE ,5,5
4682,Parallel,W,4682,14,0910-1750 MON-SAT,120,none,,Centre St S , 17 Av SW ,Centre St S  &  17 Av SW ,5,5
3460,Parallel,N,3460,14,0910-1750 MON-FRI,240,none,Victoria Park,12 Av SE , MacLeod ,12 Av SE  &  MacLeod ,5,5
3187,Parallel,W,3187,14,0910-1750 MON-FRI,240,none,Victoria Park,3 St SE , 10 Av SE ,3 St SE  &  10 Av SE ,5,5
1863,Parallel,W,1863,1,0910-1750 MON-SAT,540,none,,5 St SE , 5 Av SE ,5 St SE  &  5 Av SE ,5,5
1863,Parallel,W,1863,1,0910-1750 MON-SAT,540,none,,Riverfront Av SE , Water St SE ,Riverfront Av SE  &  Water St SE ,5,5
2570,Parallel,S,2570,1,0910-1750 MON-SAT,540,none,,8 Av SE , 4 St SE ,8 Av SE  &  4 St SE ,5,5
2852,Parallel,E,2852,19,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,12 St NW , Kensington Rd  ,12 St NW  &  Kensington Rd  ,5,5
3309,Parallel,S,3309,8,0910-1520 MON-FRI,120,PM,,11 Av SW , 9 St SW ,11 Av SW  &  9 St SW ,5,5
2861,Angle,E,2861,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Cr NW , Kensington Rd ,Kensington Cr NW  &  Kensington Rd ,5,5
2314,Parallel,W,2314,2,0910-1750 MON-SAT,60,none,Downtown,3 St SE , 7 Av SE ,3 St SE  &  7 Av SE ,5,5
2315,Parallel,W,2315,2,0910-1750 MON-SAT,30,none,Downtown,3 St SE , 7 Av SE ,3 St SE  &  7 Av SE ,5,5
2114,Parallel,W,2114,1,0910-1750 MON-SAT,540,none,,6 St SE , 6 Av SE ,6 St SE  &  6 Av SE ,5,5
2114,Parallel,W,2114,1,0910-1750 MON-SAT,540,none,,6 St SE , 6 Av SE ,6 St SE  &  6 Av SE ,5,5
2124,Parallel,E,2124,1,0910-1750 MON-FRI,540,none,,6 St SE , 6 Av SE ,6 St SE  &  6 Av SE ,5,5
2871,Parallel,N,2871,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Memorial Dr NW , 10 St NW ,Memorial Dr NW  &  10 St NW ,5,5
2361,Parallel,E,2361,1,0910-1750 MON-SAT,540,none,,6 St SE , 7 Av SE ,6 St SE  &  7 Av SE ,5,5
2574,Parallel,W,2574,1,0910-1750 MON-SAT,540,none,,5 St SE , 8 Av SE ,5 St SE  &  8 Av SE ,5,5
4494,Parallel,E,4494,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,4 Street SW,4 St SW , 15 Av SW ,4 St SW  &  15 Av SW ,5,5
4176,Parallel,E,4176,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,4 Street SW,4 St SW , 14 Av SW ,4 St SW  &  14 Av SW ,5,5
1904,Parallel,S,1904,7,0910-1520 MON-FRI,120,PM,Downtown,6 Av SW , 9 St SW ,6 Av SW  &  9 St SW ,5,5
1211,Parallel,E,1211,5,0910-1750 MON-SAT,120,none,Downtown,4 St SW , 2 Av SW ,4 St SW  &  2 Av SW ,5,5
1340,Parallel,N,1340,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,4 Av SW , 4 St Sw ,4 Av SW  &  4 St Sw ,5,5
1533,Parallel,W,1533,4b,0910-1520 MON-FRI,60,PM,Downtown,4 St SW , 4 Av SW ,4 St SW  &  4 Av SW ,5,5
1554,Parallel,E,1554,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,4 St SW , 4 Av SW ,4 St SW  &  4 Av SW ,5,5
2943,Parallel,N,2943,14,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SE , 1 St SE ,10 Av SE  &  1 St SE ,5,5
4207,Parallel,S,4207,14,0910-1750 MON-FRI,180,none,Victoria Park,14 Av SE , 1 St SE ,14 Av SE  &  1 St SE ,5,5
2044,Parallel,S,2044,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,6 Av SE , Centre St S ,6 Av SE  &  Centre St S ,5,5
1410,Parallel,N,1410,3,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Chinatown,4 Av SE , 1 St SE ,4 Av SE  &  1 St SE ,5,5
2907,Parallel,N,2907,9,0910-1750 MON-FRI,120,PM,,10 Av SW , 8 St SW ,10 Av SW  &  8 St SW ,5,5
2574,Parallel,W,2574,1,0910-1750 MON-SAT,540,none,,5 St SE , 8 Av SE ,5 St SE  &  8 Av SE ,5,5
1398,Parallel,N,1398,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , Centre St S ,4 Av SW  &  Centre St S ,5,5
1575,Parallel,W,1575,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,1 St SW , 4 Av SW ,1 St SW  &  4 Av SW ,5,5
2495,Parallel,W,2495,4c,"0840-1520 MON-FRI, 0910-1750 SAT",60,AM&PM,Downtown,1 St SW , 8 Av SW ,1 St SW  &  8 Av SW ,5,5
3166,Parallel,N,3166,14,0910-1520 MON-FRI,120,PM,Victoria Park,11 Av SE , 1 St SE ,11 Av SE  &  1 St SE ,5,5
2907,Parallel,N,2907,9,0910-1750 MON-FRI,120,PM,,10 Av SW , 8 St SW ,10 Av SW  &  8 St SW ,5,5
4540,Parallel,N,4539,14,0910-1520 MON-FRI,120,none,Victoria Park,17 Av SE , MacLeod ,17 Av SE  &  MacLeod ,5,5
1491,Parallel,W,1491,6,0910-1520 MON-FRI,120,AM&PM,Downtown,7 St SW , 4 Av SW ,7 St SW  &  4 Av SW ,5,5
4678,Parallel,S,4678,14,0910-1750 MON-FRI,180,AM,,17 Av SW , Centre St S ,17 Av SW  &  Centre St S ,5,5
3543,Parallel,S,3543,8,0910-1750 MON-FRI,120,AM,,12 Av SW , 11 St SW ,12 Av SW  &  11 St SW ,5,5
1340,Parallel,N,1340,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,4 Av SW , 4 St Sw ,4 Av SW  &  4 St Sw ,5,5
1845,Parallel,S,1845,2,0910-1750 MON-SAT,120,none,,5 Av SE , 3 St SE ,5 Av SE  &  3 St SE ,5,5
1845,Parallel,S,1845,2,0910-1750 MON-SAT,120,none,,5 Av SE , 3 St SE ,5 Av SE  &  3 St SE ,5,5
2110,Parallel,S,2110,1,0910-1750 MON-FRI,180,none,,6 Av SE , 5 St SE ,6 Av SE  &  5 St SE ,5,5
1866,Parallel,N,1866,1,0910-1750 MON-SAT,540,none,,6 Av SE , 4 St SE ,6 Av SE  &  4 St SE ,5,5
1908,Parallel,W,1908,7,0910-1750 MON-FRI,180,none,Downtown,9 St SW , 6 Av SW ,9 St SW  &  6 Av SW ,5,5
1932,Parallel,S,1932,6,0910-1520 MON-FRI,120,AM&PM,Downtown,6 Av SW , 7 St SW ,6 Av SW  &  7 St SW ,5,5
1933,Parallel,S,1933,6,0910-1520 MON-FRI,30,AM&PM,Downtown,6 Av SW , 7 St SW ,6 Av SW  &  7 St SW ,5,5
1695,Parallel,W,1695,6,0910-1750 MON-FRI,120,none,Downtown,7 St SW , 5 Av SW ,7 St SW  &  5 Av SW ,5,5
1488,Parallel,S,1488,6,0910-1750 MON-FRI,180,none,Downtown,4 Av SW , 7 St SW ,4 Av SW  &  7 St SW ,5,5
2410,Parallel,W,2410,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,8 Av SW , 7 St SW ,8 Av SW  &  7 St SW ,5,5
1731,Parallel,E,1731,4b,0910-1750 MON-FRI,120,none,Downtown,6 St SW , 5 Av SW ,6 St SW  &  5 Av SW ,5,5
1730,Parallel,E,1730,4b,0910-1520 MON-FRI,30,AM&PM,Downtown,6 St SW , 5 Av SW ,6 St SW  &  5 Av SW ,5,5
2204,Parallel,N,2204,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,8 Av SW , 5 St SW ,8 Av SW  &  5 St SW ,5,5
2206,Parallel,N,2206,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,8 Av SW , 5 St SW ,8 Av SW  &  5 St SW ,5,5
2445,Parallel,E,2445,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,6 St SW , 8 Av SW ,6 St SW  &  8 Av SW ,5,5
2442,Parallel,N,2442,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SW , 5 St SW ,9 Av SW  &  5 St SW ,5,5
1733,Parallel,S,1733,4b,0910-1520 MON-FRI,30,AM&PM,Downtown,5 Av SW , 4 St SW ,5 Av SW  &  4 St SW ,5,5
2584,Parallel,S,2584,1,0910-1750 MON-FRI,540,none,,8 Av SE , 5 St SE ,8 Av SE  &  5 St SE ,5,5
2340,Parallel,N,2340,1,0910-1750 MON-SAT,540,none,,8 Av SE , 4 St SE ,8 Av SE  &  4 St SE ,5,5
2994,Parallel,S,2994,8,0910-1750 MON-FRI,180,none,,10 Av SW , 12 St SW ,10 Av SW  &  12 St SW ,5,5
4572,Parallel,S,4572,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 11 St SW ,17 Av SW  &  11 St SW ,5,5
4654,Parallel,S,4652,13,0910-1750 MON-SAT,120,AM,,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
2413,Parallel,N,2413,4d,"0840-1750 MON-FRI, 0910-1750 SAT",540,AM,Downtown,9 Av SW , 7 St SW ,9 Av SW  &  7 St SW ,5,5
1536,Parallel,N,1536,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 4 S,5 Av SW  &  4 S,5,5
1398,Parallel,N,1398,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , Centre St S ,4 Av SW  &  Centre St S ,5,5
1382,Parallel,N,1382,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 1 St SW ,4 Av SW  &  1 St SW ,5,5
1573,Parallel,S,1573,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 1 St SW ,4 Av SW  &  1 St SW ,5,5
1578,Parallel,N,1578,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,5 Av SW , 1 St SW ,5 Av SW  &  1 St SW ,5,5
1583,Parallel,E,1583,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 4 Av SW ,2 St SW  &  4 Av SW ,5,5
1578,Parallel,N,1578,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,5 Av SW , 1 St SW ,5 Av SW  &  1 St SW ,5,5
4473,Parallel,W,4473,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 15 Av SW ,4 St SW  &  15 Av SW ,5,5
2871,Parallel,N,2871,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Memorial Dr NW , 10 St NW ,Memorial Dr NW  &  10 St NW ,5,5
2771,Parallel,W,2771,18,0910-1750 MON-SAT,120,none,,9 St NW , 2 Av NW ,9 St NW  &  2 Av NW ,5,5
2134,Parallel,N,2134,7,0910-1750 MON-FRI,120,none,Downtown,8 Av SW , 10 St SW ,8 Av SW  &  10 St SW ,5,5
1498,Parallel,E,1498,6,0910-1520 MON-FRI,120,AM&PM,Downtown,8 St SW , 4 Av SW ,8 St SW  &  4 Av SW ,5,5
1004,Parallel,N,1004,5,0910-1750 MON-SAT,180,none,Downtown,Eau Claire Av SW , 5 St SW ,Eau Claire Av SW  &  5 St SW ,5,5
1401,Parallel,E,1401,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,1 St SW , 3 Av SW ,1 St SW  &  3 Av SW ,5,5
1372,Parallel,E,1372,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,3 St SW , 3 Av SW ,3 St SW  &  3 Av SW ,5,5
1547,Parallel,W,1547,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,3 St SW , 4 Av SW ,3 St SW  &  4 Av SW ,5,5
1405,Parallel,S,1405,3,0910-1750 MON-SAT,120,none,Chinatown,3 Av SE , 1 St SE ,3 Av SE  &  1 St SE ,5,5
1407,Parallel,S,1407,3,0910-1750 MON-SAT,120,none,Chinatown,3 Av SE , 1 St SE ,3 Av SE  &  1 St SE ,5,5
1122,Parallel,N,1122,3,0910-1750 MON-SAT,120,none,Chinatown,2 Av SE , Centre St S ,2 Av SE  &  Centre St S ,5,5
1526,Angle,E,1526,4b,0910-1750 MON-FRI,120,none,Downtown,6 St SW , 4 Av SW ,6 St SW  &  4 Av SW ,5,5
4811,Parallel,E,4811,16,0910-1750 MON-SAT,120,AM,4 Street SW,4 St SW , 21 Av SW ,4 St SW  &  21 Av SW ,5,5
2166,Angle,E,2166,6,0910-1750 MON-FRI,20,none,Downtown,9 St SW , 7 Av SW ,9 St SW  &  7 Av SW ,5,5
4593,Parallel,S,4593,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 9A St SW ,17 Av SW  &  9A St SW ,5,5
4615,Parallel,S,4615,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 7 St SW ,17 Av SW  &  7 St SW ,5,5
4623,Parallel,S,4623,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , College Ln SW ,17 Av SW  &  College Ln SW ,5,5
4624,Parallel,S,4624,11,0910-1750 MON-SAT,30,AM,Uptown 17,17 Av SW , College Ln SW ,17 Av SW  &  College Ln SW ,5,5
4654,Parallel,S,4654,13,0910-1750 MON-SAT,120,AM,,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
4654,Parallel,S,4654,13,0910-1750 MON-SAT,120,AM,,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
4836,Parallel,E,4836,16,0910-1750 MON-SAT,120,AM,4 Street SW,4 St SW , 22 Av SW ,4 St SW  &  22 Av SW ,5,5
3300,Parallel,W,3300,8,0910-1750 MON-SAT,540,none,,10 St SW , 11 Av SW ,10 St SW  &  11 Av SW ,5,5
1101,Parallel,E,1101,5,0910-1750 MON-SAT,120,none,Chinatown,2 St SW , Riverfront Av SW ,2 St SW  &  Riverfront Av SW ,5,5
4836,Parallel,E,4836,16,0910-1750 MON-SAT,120,AM,4 Street SW,4 St SW , 22 Av SW ,4 St SW  &  22 Av SW ,5,5
4820,Parallel,S,4820,16,0910-1750 MON-SAT,120,none,4 Street SW,22 Av SW , 4 St SW ,22 Av SW  &  4 St SW ,5,5
4844,Parallel,S,4844,16,0910-1750 MON-SAT,120,none,4 Street SW,23 Av SW , 4 St SW ,23 Av SW  &  4 St SW ,5,5
4835,Parallel,N,4835,16,0910-1750 MON-SAT,120,none,4 Street SW,23 Av SW , 2 St SW ,23 Av SW  &  2 St SW ,5,5
4835,Parallel,N,4835,16,0910-1750 MON-SAT,120,none,4 Street SW,23 Av SW , 2 St SW ,23 Av SW  &  2 St SW ,5,5
4851,Parallel,S,4851,16,0910-1750 MON-SAT,120,none,4 Street SW,23 Av SW , 2 St SW ,23 Av SW  &  2 St SW ,5,5
4849,Parallel,N,4849,16,0910-1750 MON-SAT,120,none,4 Street SW,24 Av SW , 4 St SW ,24 Av SW  &  4 St SW ,5,5
4869,Parallel,S,4869,16,0910-1750 MON-SAT,120,none,4 Street SW,24 Av SW , 4 St SW ,24 Av SW  &  4 St SW ,5,5
4869,Parallel,S,4869,16,0910-1750 MON-SAT,120,none,4 Street SW,24 Av SW , 4 St SW ,24 Av SW  &  4 St SW ,5,5
1309,Parallel,W,1309,5,0910-1750 MON-FRI,180,none,Downtown,6 St SW , 3 Av SW ,6 St SW  &  3 Av SW ,5,5
4659,Parallel,N,4659,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 2 St SW ,18 Av SW  &  2 St SW ,5,5
3050,Parallel,S,3050,9,0910-1750 MON-FRI,120,none,Beltline,10 Av SW , 8 St SW ,10 Av SW  &  8 St SW ,5,5
1706,Parallel,S,1706,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 6 St SW ,5 Av SW  &  6 St SW ,5,5
4484,Parallel,S,4484,13,0910-1750 MON-SAT,180,none,,15 Av SW , 2 St SW ,15 Av SW  &  2 St SW ,5,5
4484,Parallel,S,4484,13,0910-1750 MON-SAT,180,none,,15 Av SW , 2 St SW ,15 Av SW  &  2 St SW ,5,5
4466,Parallel,E,4466,11,0910-1750 MON-SAT,120,none,Uptown 17,6 St SW , 15 Av SW ,6 St SW  &  15 Av SW ,5,5
2100,Parallel,E,2100,1,0910-1750 MON-SAT,540,none,,5 St SE , 6 Av SE ,5 St SE  &  6 Av SE ,5,5
2100,Parallel,E,2100,1,0910-1750 MON-SAT,540,none,,5 St SE , 6 Av SE ,5 St SE  &  6 Av SE ,5,5
2103,Parallel,N,2103,1,0910-1750 MON-SAT,540,none,,7 Av SE , 4 St SE ,7 Av SE  &  4 St SE ,5,5
2117,Parallel,N,2117,1,0910-1750 MON-SAT,540,none,,7 Av SE , 5 St SE ,7 Av SE  &  5 St SE ,5,5
2121,Parallel,E,2121,1,0910-1750 MON-FRI,540,none,,5 St SE , 6 Av SE ,5 St SE  &  6 Av SE ,5,5
3309,Parallel,S,3309,8,0910-1520 MON-FRI,120,PM,,11 Av SW , 9 St SW ,11 Av SW  &  9 St SW ,5,5
2347,Parallel,S,2347,1,0910-1750 MON-SAT,540,none,,7 Av SE , 5 St SE ,7 Av SE  &  5 St SE ,5,5
1894,Parallel,W,1894,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 6 Av SW ,10 St SW  &  6 Av SW ,5,5
1894,Parallel,W,1895,7,0910-1750 MON-FRI,60,none,Downtown,10 St SW , 6 Av SW ,10 St SW  &  6 Av SW ,5,5
1656,Parallel,W,1656,7,0910-1520 MON-FRI,180,PM,Downtown,10 St SW , 5 Av SW ,10 St SW  &  5 Av SW ,5,5
1656,Parallel,W,1656,7,0910-1520 MON-FRI,180,PM,Downtown,10 St SW , 5 Av SW ,10 St SW  &  5 Av SW ,5,5
2337,Parallel,W,2337,1,0910-1750 MON-SAT,540,none,,5 St SE , 7 Av SE ,5 St SE  &  7 Av SE ,5,5
5350,Parallel,N,5350,24,0910-1750 MON-FRI,540,none,,Research Wy NW , 33 St NW ,Research Wy NW  &  33 St NW ,5,5
4833,Parallel,N,4833,16,0910-1750 MON-SAT,120,none,4 Street SW,23 Av SW , 2 St SW ,23 Av SW  &  2 St SW ,5,5
3556,Parallel,S,3556,8,0910-1750 MON-FRI,120,AM,,12 Av SW , 10 St SW ,12 Av SW  &  10 St SW ,5,5
3092,Parallel,S,3092,9,0910-1750 MON-FRI,120,none,Beltline,10 Av SW , 5 St SW ,10 Av SW  &  5 St SW ,5,5
4863,Parallel,N,4863,16,0910-1750 MON-SAT,180,none,,24 Av SW , 1 St SW ,24 Av SW  &  1 St SW ,5,5
4876,Parallel,S,4876,16,0910-1750 MON-SAT,30,none,4 Street SW,24 Av SW , 2 St SW ,24 Av SW  &  2 St SW ,5,5
4877,Parallel,S,4877,16,0910-1750 MON-SAT,120,none,4 Street SW,24 Av SW , 2 St SW ,24 Av SW  &  2 St SW ,5,5
4863,Parallel,N,4863,16,0910-1750 MON-SAT,180,none,,24 Av SW , 1 St SW ,24 Av SW  &  1 St SW ,5,5
2215,Parallel,W,2215,4d,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,4 St SW , 7 Av SW ,4 St SW  &  7 Av SW ,5,5
4885,Parallel,E,4885,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,4 Street SW,4 St SW , 24 Av SW ,4 St SW  &  24 Av SW ,5,5
4882,Parallel,N,4882,16,0910-1750 MON-SAT,120,none,4 Street SW,25 Av SW , 2 St SW ,25 Av SW  &  2 St SW ,5,5
4462,Parallel,N,4462,11,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 5 St SW ,17 Av SW  &  5 St SW ,5,5
4464,Parallel,N,4464,11,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 5 St SW ,17 Av SW  &  5 St SW ,5,5
4476,Parallel,N,4476,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 4 St SW ,17 Av SW  &  4 St SW ,5,5
4478,Parallel,N,4478,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 4 St SW ,17 Av SW  &  4 St SW ,5,5
4492,Parallel,N,4492,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
4492,Parallel,N,4492,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
1073,Parallel,E,1073,5,0910-1750 MON-SAT,180,none,Downtown,5 St SW , Eau Claire Av SW ,5 St SW  &  Eau Claire Av SW ,5,5
1059,Parallel,E,1059,5,0910-1750 MON-SAT,180,none,Downtown,6 St SW , Eau Claire Av SW ,6 St SW  &  Eau Claire Av SW ,5,5
3385,Parallel,N,3385,12,0910-1750 MON-FRI,120,none,,12 Av SW , 4 St SW ,12 Av SW  &  4 St SW ,5,5
1880,Parallel,N,1880,1,0910-1750 MON-FRI,180,none,,6 Av SE , 5 St SE ,6 Av SE  &  5 St SE ,5,5
1029,Parallel,W,1029,6,0910-1750 MON-FRI,180,none,Downtown,7 St SW , 1 Av SW ,7 St SW  &  1 Av SW ,5,5
2455,Parallel,N,2455,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SW , 4 St SW ,9 Av SW  &  4 St SW ,5,5
1600,Parallel,S,1600,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,4 Av SE , Centre St S ,4 Av SE  &  Centre St S ,5,5
1284,Parallel,W,1284,6,0910-1750 MON-FRI,120,none,Downtown,8 St SW , 3 Av SW ,8 St SW  &  3 Av SW ,5,5
1295,Parallel,W,1295,6,0910-1520 MON-FRI,120,AM&PM,Downtown,7 St SW , 3 Av SW ,7 St SW  &  3 Av SW ,5,5
1330,Parallel,E,1330,4b,0910-1750 MON-FRI,120,none,Downtown,6 St SW , 3 Av SW ,6 St SW  &  3 Av SW ,5,5
1311,Parallel,N,1311,4b,0910-1750 MON-FRI,30,none,Downtown,4 Av SW , 6 St SW ,4 Av SW  &  6 St SW ,5,5
3100,Parallel,N,3100,9,0910-1750 MON-FRI,120,PM,Beltline,11 Av SW , 5 St SW ,11 Av SW  &  5 St SW ,5,5
