PARKING_ZONE,STALL_TYPE,BLOCK_SIDE,PERMIT_ZONE,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,BRZ_NAME,First_address,Second_address,First_address_Second_address,availability,number_of_spots_left
3667,Parallel,S,3667,12,0910-1750 MON-FRI,120,AM&PM,Victoria Park,12 Av SW , 1 St SW ,12 Av SW  &  1 St SW ,5,5
3654,Parallel,S,3654,12,0910-1750 MON-FRI,180,AM&PM,,12 Av SW , 2 St SW ,12 Av SW  &  2 St SW ,5,5
3106,Parallel,S,3106,12,0910-1750 MON-FRI,120,AM&PM,Beltline,10 Av SW , 4 St Sw ,10 Av SW  &  4 St Sw ,5,5
1573,Parallel,S,1573,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 1 St SW ,4 Av SW  &  1 St SW ,5,5
1786,Parallel,E,1786,4a,"0710-1750 MON-FRI, 0910-1750 SAT",30,none,Downtown,2 St SW , 5 Av SW ,2 St SW  &  5 Av SW ,5,5
1765,Parallel,W,1765,4a,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,2 St SW , 5 Av SW ,2 St SW  &  5 Av SW ,5,5
2244,Parallel,W,2244,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 7 Av SW ,2 St SW  &  7 Av SW ,5,5
2497,Parallel,N,2497,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SW , 1 St SW ,9 Av SW  &  1 St SW ,5,5
1191,Parallel,W,1191,5,0910-1750 MON-SAT,120,none,Downtown,4 St SW , 2 Av SW ,4 St SW  &  2 Av SW ,5,5
3022,Parallel,S,3022,8,0910-1750 MON-FRI,180,none,,10 Av SW , 10 St SW ,10 Av SW  &  10 St SW ,5,5
1674,Parallel,E,1674,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 5 Av SW ,10 St SW  &  5 Av SW ,5,5
2943,Parallel,N,2943,14,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SE , 1 St SE ,10 Av SE  &  1 St SE ,5,5
3155,Parallel,N,3155,14,0910-1520 MON-FRI,120,PM,Victoria Park,11 Av SW , 1 St Sw ,11 Av SW  &  1 St Sw ,5,5
3199,Parallel,N,3199,15,0910-1750 MON-FRI,240,none,Victoria Park,11 Av SE , Olympic Wy SE ,11 Av SE  &  Olympic Wy SE ,5,5
3424,Parallel,W,3424,14,0910-1750 MON-FRI,180,none,Victoria Park,Centre St S , 11 Av SW ,Centre St S  &  11 Av SW ,5,5
3434,Parallel,S,3434,14,0910-1520 MON-FRI,120,PM,Victoria Park,11 Av SE , 1 St SE ,11 Av SE  &  1 St SE ,5,5
4183,Parallel,W,4183,13,0910-1750 MON-SAT,120,none,Victoria Park,1 St SW , 14 Av SW ,1 St SW  &  14 Av SW ,5,5
1256,Parallel,S,1256,3,0910-1750 MON-SAT,60,none,Chinatown,2 Av SE , Centre St S ,2 Av SE  &  Centre St S ,5,5
2036,Parallel,W,2036,4a,0710-1750 MON-SAT,120,none,Downtown,Centre St S , 6 Av SE ,Centre St S  &  6 Av SE ,5,5
3926,Parallel,E,3926,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,4 Street SW,4 St SW , 13 Av SW ,4 St SW  &  13 Av SW ,5,5
3106,Parallel,S,3106,12,0910-1750 MON-FRI,120,AM&PM,Beltline,10 Av SW , 4 St Sw ,10 Av SW  &  4 St Sw ,5,5
3106,Parallel,S,3106,12,0910-1750 MON-FRI,120,AM&PM,Beltline,10 Av SW , 4 St Sw ,10 Av SW  &  4 St Sw ,5,5
1316,Parallel,E,1316,6,0910-1750 MON-FRI,120,none,Downtown,7 St SW , 3 Av SW ,7 St SW  &  3 Av SW ,5,5
3928,Parallel,E,3928,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,4 Street SW,4 St SW , 13 Av SW ,4 St SW  &  13 Av SW ,5,5
4473,Parallel,W,4473,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,4 St SW , 15 Av SW ,4 St SW  &  15 Av SW ,5,5
3906,Parallel,W,3906,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 13 Av SW ,4 St SW  &  13 Av SW ,5,5
1313,Parallel,N,1313,4b,0910-1520 MON-FRI,120,PM,Downtown,4 Av SW , 6 St SW ,4 Av SW  &  6 St SW ,5,5
3266,Parallel,S,3266,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 12 St SW ,11 Av SW  &  12 St SW ,5,5
3295,Parallel,S,3295,8,0910-1520 MON-FRI,120,PM,,11 Av SW , 10 St SW ,11 Av SW  &  10 St SW ,5,5
3015,Parallel,N,3015,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 11 St Sw ,11 Av SW  &  11 St Sw ,5,5
3015,Parallel,N,3015,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 11 St Sw ,11 Av SW  &  11 St Sw ,5,5
3015,Parallel,N,3015,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 11 St Sw ,11 Av SW  &  11 St Sw ,5,5
4748,Parallel,W,4748,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 19 Av SW ,4 St SW  &  19 Av SW ,5,5
4490,Parallel,N,4490,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
4490,Parallel,N,4490,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
1192,Parallel,W,1192,5,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Downtown,4 St SW , 2 Av SW ,4 St SW  &  2 Av SW ,5,5
3173,Parallel,S,3173,14,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SE , 1 St SE ,10 Av SE  &  1 St SE ,5,5
3173,Parallel,S,3173,14,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SE , 1 St SE ,10 Av SE  &  1 St SE ,5,5
1519,Parallel,W,1519,4b,0910-1750 MON-FRI,120,none,Downtown,5 St SW , 4 Av SW ,5 St SW  &  4 Av SW ,5,5
3173,Parallel,S,3173,14,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SE , 1 St SE ,10 Av SE  &  1 St SE ,5,5
2858,Parallel,N,2858,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Cr NW , 11 St NW ,Kensington Cr NW  &  11 St NW ,5,5
2858,Angle,N,2858,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Cr NW , 11 St NW ,Kensington Cr NW  &  11 St NW ,5,5
3068,Parallel,W,3068,9,0910-1750 MON-FRI,120,none,Beltline,7 St SW , 10 Av SW ,7 St SW  &  10 Av SW ,5,5
3312,Parallel,W,3312,8,0910-1750 MON-FRI,120,none,,9 St SW , 11 Av SW ,9 St SW  &  11 Av SW ,5,5
3291,Angle,E,3291,8,0910-1750 MON-FRI,180,none,,12 St SW , 11 Av SW ,12 St SW  &  11 Av SW ,5,5
3880,Parallel,N,3880,9,0910-1750 MON-FRI,180,none,,14 Av SW , 6 St SW ,14 Av SW  &  6 St SW ,5,5
3880,Parallel,N,3880,9,0910-1750 MON-FRI,180,none,,14 Av SW , 6 St SW ,14 Av SW  &  6 St SW ,5,5
3068,Parallel,W,3068,9,0910-1750 MON-FRI,120,none,Beltline,7 St SW , 10 Av SW ,7 St SW  &  10 Av SW ,5,5
3089,Parallel,E,3089,9,0910-1750 MON-FRI,120,none,Beltline,7 St SW , 10 Av SW ,7 St SW  &  10 Av SW ,5,5
3082,Parallel,W,3082,9,0910-1750 MON-FRI,180,none,Beltline,6 St SW , 10 Av SW ,6 St SW  &  10 Av SW ,5,5
4385,Parallel,N,4385,11,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,Uptown 17,17 Av SW , 11 St SW ,17 Av SW  &  11 St SW ,5,5
5273,Angle,S,5273,21,"0910-1520 MON-FRI, 0910-1750 SAT",240,none,Bridgeland,Centre Av NE , 7A St NE ,Centre Av NE  &  7A St NE ,5,5
4600,Parallel,S,4600,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 9 St SW ,17 Av SW  &  9 St SW ,5,5
3291,Angle,E,3291,8,0910-1750 MON-FRI,180,none,,12 St SW , 11 Av SW ,12 St SW  &  11 Av SW ,5,5
4583,Parallel,E,4583,11,0910-1750 MON-SAT,120,none,Uptown 17,11 St SW , 17 Av SW ,11 St SW  &  17 Av SW ,5,5
3322,Parallel,S,3322,9,0910-1750 MON-FRI,120,PM,Beltline,11 Av SW , 8 St SW ,11 Av SW  &  8 St SW ,5,5
4445,Parallel,W,4445,11,0910-1750 MON-SAT,120,none,Uptown 17,6 St SW , 15 Av SW ,6 St SW  &  15 Av SW ,5,5
2846,Angle,W,2846,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Cr NW , Kensington Rd ,Kensington Cr NW  &  Kensington Rd ,5,5
2846,Angle,W,2846,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Cr NW , Kensington Rd ,Kensington Cr NW  &  Kensington Rd ,5,5
4445,Parallel,W,4445,11,0910-1750 MON-SAT,120,none,Uptown 17,6 St SW , 15 Av SW ,6 St SW  &  15 Av SW ,5,5
1012,Parallel,W,1012,5,0910-1750 MON-SAT,120,none,Downtown,2 St SW , Riverfront Av SW ,2 St SW  &  Riverfront Av SW ,5,5
1692,Parallel,S,1692,6,0910-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 7 St SW ,5 Av SW  &  7 St SW ,5,5
1692,Parallel,S,1692,6,0910-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 7 St SW ,5 Av SW  &  7 St SW ,5,5
1519,Parallel,W,1519,4b,0910-1750 MON-FRI,120,none,Downtown,5 St SW , 4 Av SW ,5 St SW  &  4 Av SW ,5,5
2174,Parallel,W,2174,4d,"0710-1520 MON-FRI, 0910-1750 SAT",120,PM,Downtown,7 St SW , 7 Av SW ,7 St SW  &  7 Av SW ,5,5
1916,Parallel,E,1916,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 6 Av SW ,10 St SW  &  6 Av SW ,5,5
4219,Parallel,N,4219,14,0910-1750 MON-FRI,60,none,Victoria Park,15 Av SE , MacLeod ,15 Av SE  &  MacLeod ,5,5
4967,Parallel,S,4967,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,none,Crescent Heights Village,11 Av NW , 1 St NW ,11 Av NW  &  1 St NW ,5,5
4983,Parallel,W,4983,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Crescent Heights Village,Centre St N , 11 Av NW ,Centre St N  &  11 Av NW ,5,5
4991,Parallel,N,4991,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,none,Crescent Heights Village,11 Av NE , 1 St NE ,11 Av NE  &  1 St NE ,5,5
4997,Parallel,W,4997,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Crescent Heights Village,Centre St N , 12 Av NW ,Centre St N  &  12 Av NW ,5,5
5034,Parallel,E,5034,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Crescent Heights Village,Centre St N , 13 Av NE ,Centre St N  &  13 Av NE ,5,5
1772,Parallel,E,1772,4a,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,3 St SW , 5 Av SW ,3 St SW  &  5 Av SW ,5,5
5041,Parallel,W,5041,22,"1110-1520 MON-FRI, 0910-1750 SAT",540,none,,Centre B St N , 14 Av NW ,Centre B St N  &  14 Av NW ,5,5
5048,Parallel,W,5048,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,,Centre St N , 14 Av NE ,Centre St N  &  14 Av NE ,5,5
5054,Parallel,W,5054,22,"1110-1520 MON-FRI, 0910-1750 SAT",540,none,,1 St NW , 15 Av NW ,1 St NW  &  15 Av NW ,5,5
3057,Parallel,N,3057,9,0910-1750 MON-FRI,120,PM,Beltline,11 Av SW , 8 St SW ,11 Av SW  &  8 St SW ,5,5
3057,Parallel,N,3057,9,0910-1750 MON-FRI,120,PM,Beltline,11 Av SW , 8 St SW ,11 Av SW  &  8 St SW ,5,5
3877,Parallel,W,3877,9,0910-1750 MON-FRI,180,none,,6 St SW , 13 Av SW ,6 St SW  &  13 Av SW ,5,5
3061,Parallel,E,3061,9,0910-1750 MON-FRI,120,none,Beltline,9 St SW , 10 Av SW ,9 St SW  &  10 Av SW ,5,5
3061,Parallel,E,3061,9,0910-1750 MON-FRI,120,none,Beltline,9 St SW , 10 Av SW ,9 St SW  &  10 Av SW ,5,5
2431,Parallel,E,2431,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,7 St SW , 8 Av SW ,7 St SW  &  8 Av SW ,5,5
2783,Parallel,N,2783,19,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Rd NW , 12 St NW ,Kensington Rd NW  &  12 St NW ,5,5
2948,Parallel,N,2948,14,0910-1750 MON-FRI,240,none,Victoria Park,10 Av SE , MacLeod ,10 Av SE  &  MacLeod ,5,5
1477,Parallel,W,1477,6,0910-1750 MON-FRI,120,AM,Downtown,8 St SW , 4 Av SW ,8 St SW  &  4 Av SW ,5,5
2351,Parallel,W,2351,1,0910-1750 MON-SAT,540,none,,6 St SE , 7 Av SE ,6 St SE  &  7 Av SE ,5,5
2413,Parallel,N,2413,4d,"0840-1750 MON-FRI, 0910-1750 SAT",540,AM,Downtown,9 Av SW , 7 St SW ,9 Av SW  &  7 St SW ,5,5
2389,Parallel,E,2389,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 8 Av SW ,10 St SW  &  8 Av SW ,5,5
1363,Parallel,S,1363,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,3 Av SW , 2 St SW ,3 Av SW  &  2 St SW ,5,5
2187,Parallel,W,2187,4d,0840-1520 MON-FRI,120,AM&PM,Downtown,6 St SW , 7 Av SW ,6 St SW  &  7 Av SW ,5,5
2431,Parallel,E,2431,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,7 St SW , 8 Av SW ,7 St SW  &  8 Av SW ,5,5
2525,Parallel,N,2525,4c,0710-1750 MON-SAT,120,none,Downtown,9 Av SE , 1 St SE ,9 Av SE  &  1 St SE ,5,5
3452,Parallel,E,3452,14,0910-1520 MON-FRI,120,AM&PM,Victoria Park,1 St SE , 11 Av SE to 12 Av SE,1 St SE  &  11 Av SE to 12 Av SE,5,5
2712,Parallel,E,2712,23,0910-1750 MON-FRI,240,none,,12 St NW , 5 Av NW ,12 St NW  &  5 Av NW ,5,5
2948,Parallel,N,2948,14,0910-1750 MON-FRI,240,none,Victoria Park,10 Av SE , MacLeod ,10 Av SE  &  MacLeod ,5,5
3005,Parallel,E,3005,8,0910-1750 MON-SAT,540,none,,13 St SW , 10 Av SW ,13 St SW  &  10 Av SW ,5,5
3714,Parallel,E,3714,14,0910-1520 MON-FRI,120,AM&PM,Victoria Park,1 St SE, 12 Av SE to 13 Av SE,1 St SE &  12 Av SE to 13 Av SE,5,5
3714,Parallel,E,3714,14,0910-1520 MON-FRI,120,AM&PM,Victoria Park,1 St SE, 12 Av SE to 13 Av SE,1 St SE &  12 Av SE to 13 Av SE,5,5
2152,Parallel,E,2152,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 7 Av SW ,10 St SW  &  7 Av SW ,5,5
2783,Parallel,N,2783,19,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Rd NW , 12 St NW ,Kensington Rd NW  &  12 St NW ,5,5
2939,Parallel,N,2939,14,0910-1750 MON-FRI,120,none,,10 Av SE , Centre St S ,10 Av SE  &  Centre St S ,5,5
2783,Parallel,N,2783,19,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Rd NW , 12 St NW ,Kensington Rd NW  &  12 St NW ,5,5
3005,Parallel,E,3005,8,0910-1750 MON-SAT,540,none,,13 St SW , 10 Av SW ,13 St SW  &  10 Av SW ,5,5
2187,Parallel,W,2187,4d,0840-1520 MON-FRI,120,AM&PM,Downtown,6 St SW , 7 Av SW ,6 St SW  &  7 Av SW ,5,5
3971,Parallel,E,3971,14,0910-1520 MON-FRI,120,AM&PM,Victoria Park,1 St SE , 13 Av SE ,1 St SE  &  13 Av SE ,5,5
1362,Parallel,S,1362,4a,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,Downtown,3 Av SW , 2 St SW ,3 Av SW  &  2 St SW ,5,5
2866,Parallel,W,2866,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,10A St NW , Kensington cr NW ,10A St NW  &  Kensington cr NW ,5,5
2989,Parallel,W,2989,8,0910-1750 MON-SAT,540,none,,13 St SW , 10 Av SW ,13 St SW  &  10 Av SW ,5,5
2152,Parallel,E,2152,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 7 Av SW ,10 St SW  &  7 Av SW ,5,5
2340,Parallel,N,2340,1,0910-1750 MON-SAT,540,none,,8 Av SE , 4 St SE ,8 Av SE  &  4 St SE ,5,5
2152,Parallel,E,2152,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 7 Av SW ,10 St SW  &  7 Av SW ,5,5
2093,Parallel,E,2093,2,0910-1520 MON-FRI,120,AM&PM,,3 St SE , 6 Av SE ,3 St SE  &  6 Av SE ,5,5
4787,Parallel,E,4787,16,0910-1750 MON-SAT,120,AM,4 Street SW,4 St SW , 20 Av SW ,4 St SW  &  20 Av SW ,5,5
2939,Parallel,N,2939,14,0910-1750 MON-FRI,120,none,,10 Av SE , Centre St S ,10 Av SE  &  Centre St S ,5,5
1277,Angle,E,1277,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SE , Riverfront Av SE ,1 St SE  &  Riverfront Av SE ,5,5
1277,Angle,E,1277,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SE , Riverfront Av SE ,1 St SE  &  Riverfront Av SE ,5,5
1300,Parallel,N,1300,6,0910-1520 MON-FRI,120,AM&PM,Downtown,4 Av SW , 7 St SW ,4 Av SW  &  7 St SW ,5,5
3261,Parallel,W,3261,8,0910-1750 MON-SAT,540,none,,13 St SW , 11 Av SW ,13 St SW  &  11 Av SW ,5,5
3277,Parallel,E,3277,8,0910-1750 MON-SAT,540,none,,13 St SW , 11 Av SW ,13 St SW  &  11 Av SW ,5,5
3277,Parallel,E,3277,8,0910-1750 MON-SAT,540,none,,13 St SW , 11 Av SW ,13 St SW  &  11 Av SW ,5,5
5344,Parallel,N,5344,24,0910-1750 MON-FRI,540,none,,33 St NW , Research Rd NW ,33 St NW  &  Research Rd NW ,5,5
4218,Parallel,N,4218,14,0910-1750 MON-FRI,60,none,Victoria Park,15 Av SE , MacLeod ,15 Av SE  &  MacLeod ,5,5
4220,Parallel,E,4220,14,0910-1750 MON-FRI,60,none,Victoria Park,1 St SE , 14 Av SE ,1 St SE  &  14 Av SE ,5,5
2641,Parallel,S,2641,4c,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,9 Av SW , 2 St SW ,9 Av SW  &  2 St SW ,5,5
1094,Parallel,W,1094,5,0910-1750 MON-SAT,120,none,Chinatown,1 St SW , Riverfront Av SW ,1 St SW  &  Riverfront Av SW ,5,5
1097,Parallel,S,1097,5,0910-1750 MON-SAT,120,none,Chinatown,2 Av SW , 1 St SW ,2 Av SW  &  1 St SW ,5,5
1083,Parallel,W,1083,5,0910-1750 MON-SAT,120,AM,Downtown,2 St SW , Riverfront Av SW ,2 St SW  &  Riverfront Av SW ,5,5
1258,Parallel,S,1258,3,0910-1750 MON-SAT,60,none,Chinatown,2 Av SE , Centre St S ,2 Av SE  &  Centre St S ,5,5
1270,Parallel,S,1270,3,0910-1750 MON-SAT,120,none,Chinatown,Riverfront Av SE , 1 St SE ,Riverfront Av SE  &  1 St SE ,5,5
3969,Parallel,S,3969,14,0910-1750 MON-FRI,120,none,Victoria Park,13 Av SE , MacLeod ,13 Av SE  &  MacLeod ,5,5
3957,Parallel,S,3957,14,0910-1750 MON-FRI,180,none,Victoria Park,13 Av SE , 1 St SE ,13 Av SE  &  1 St SE ,5,5
3969,Parallel,S,3969,14,0910-1750 MON-FRI,120,none,Victoria Park,13 Av SE , MacLeod ,13 Av SE  &  MacLeod ,5,5
4155,Parallel,W,4155,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,4 Street SW,4 St SW , 14 Av SW ,4 St SW  &  14 Av SW ,5,5
4536,Parallel,S,4536,14,0910-1750 MON-FRI,120,none,Victoria Park,15 Av SE , Macleod ,15 Av SE  &  Macleod ,5,5
1361,Parallel,S,1361,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,3 Av SW , 2 St SW ,3 Av SW  &  2 St SW ,5,5
1194,Parallel,N,1194,5,0910-1750 MON-SAT,120,none,Downtown,3 Av SW , 4 St SW ,3 Av SW  &  4 St SW ,5,5
1334,Parallel,S,1334,4b,0910-1750 MON-FRI,120,none,Downtown,3 Av SW , 4 St Sw ,3 Av SW  &  4 St Sw ,5,5
4536,Parallel,S,4536,14,0910-1750 MON-FRI,120,none,Victoria Park,15 Av SE , Macleod ,15 Av SE  &  Macleod ,5,5
4169,Parallel,W,4169,13,0910-1750 MON-SAT,180,none,,2 St SW , 14 Av SW ,2 St SW  &  14 Av SW ,5,5
1194,Parallel,N,1194,5,0910-1750 MON-SAT,120,none,Downtown,3 Av SW , 4 St SW ,3 Av SW  &  4 St SW ,5,5
1334,Parallel,S,1334,4b,0910-1750 MON-FRI,120,none,Downtown,3 Av SW , 4 St Sw ,3 Av SW  &  4 St Sw ,5,5
1386,Parallel,E,1386,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 3 Av SW ,2 St SW  &  3 Av SW ,5,5
1365,Parallel,W,1365,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 4 Av SW ,2 St SW  &  4 Av SW ,5,5
1719,Parallel,S,1719,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 5 St SW ,5 Av SW  &  5 St SW ,5,5
1737,Parallel,W,1737,4b,0910-1750 MON-FRI,120,none,Downtown,4 St SW , 5 Av SW ,4 St SW  &  5 Av SW ,5,5
2936,Parallel,N,2936,14,0910-1750 MON-FRI,120,none,,10 Av SW , Centre St S ,10 Av SW  &  Centre St S ,5,5
1710,Parallel,W,1710,4b,0910-1750 MON-FRI,120,none,Downtown,6 St SW , 5 Av SW ,6 St SW  &  5 Av SW ,5,5
4396,Parallel,W,4396,11,0910-1750 MON-SAT,120,none,Uptown 17,10 St SW , 16 Av SW ,10 St SW  &  16 Av SW ,5,5
4605,Parallel,E,4605,11,0910-1750 MON-SAT,120,none,Uptown 17,9A St SW , 17 Av SW ,9A St SW  &  17 Av SW ,5,5
4833,Parallel,N,4833,16,0910-1750 MON-SAT,120,none,4 Street SW,23 Av SW , 2 St SW ,23 Av SW  &  2 St SW ,5,5
2807,Parallel,W,2807,17,"0910-1550 MON-FRI, 0910-1750 SAT",120,AM&PM,Kensington / Louise Crossing,10 St NW , 2 Av NW ,10 St NW  &  2 Av NW ,5,5
5355,Parallel,W,5355,24,0910-1750 MON-FRI,540,none,,36 St NW , 40 Av NW ,36 St NW  &  40 Av NW ,5,5
3403,Parallel,E,3403,12,0910-1750 MON-FRI,120,AM&PM,,4 St SW , 11 Av SW ,4 St SW  &  11 Av SW ,5,5
1326,Parallel,N,1326,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,4 Av SW , 5 St SW ,4 Av SW  &  5 St SW ,5,5
1978,Parallel,W,1978,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,4 St SW , 6 Av SW ,4 St SW  &  6 Av SW ,5,5
5346,Parallel,W,5346,24,0910-1750 MON-FRI,240,none,,33 St NW , Research Rd NW ,33 St NW  &  Research Rd NW ,5,5
5349,Parallel,W,5349,24,0910-1750 MON-FRI,240,none,,33 St NW , Research Wy NW ,33 St NW  &  Research Wy NW ,5,5
5355,Parallel,W,5355,24,0910-1750 MON-FRI,540,none,,36 St NW , 40 Av NW ,36 St NW  &  40 Av NW ,5,5
5375,Parallel,S,5375,23,0910-1750 MON-FRI,240,none,,8 Av NW , 12 St NW ,8 Av NW  &  12 St NW ,5,5
1765,Parallel,W,1765,4a,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,2 St SW , 5 Av SW ,2 St SW  &  5 Av SW ,5,5
1780,Parallel,W,1780,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,1 St SW , 5 Av SW ,1 St SW  &  5 Av SW ,5,5
1155,Parallel,E,1155,6,0910-1750 MON-FRI,180,none,Downtown,8 St SW , 2 Av SW ,8 St SW  &  2 Av SW ,5,5
1141,Parallel,W,1141,6,0910-1750 MON-FRI,180,none,Downtown,8 St SW , 2 Av SW ,8 St SW  &  2 Av SW ,5,5
2006,Parallel,W,2006,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 6 Av SW ,2 St SW  &  6 Av SW ,5,5
2265,Parallel,E,2265,4c,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,2 St SW , 7 Av SW ,2 St SW  &  7 Av SW ,5,5
2266,Parallel,E,2266,4c,"0840-1750 MON-FRI, 0910-1750 SAT",120,AM,Downtown,2 St SW , 7 Av SW ,2 St SW  &  7 Av SW ,5,5
4784,Parallel,N,4784,16,0910-1750 MON-SAT,120,none,4 Street SW,21 Av SW , 2 St SW ,21 Av SW  &  2 St SW ,5,5
3859,Parallel,S,3859,9,0910-1750 MON-FRI,180,none,,13 Av SW , 7 St SW ,13 Av SW  &  7 St SW ,5,5
1496,Parallel,N,1496,6,0940-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 7 St SW ,5 Av SW  &  7 St SW ,5,5
1508,Parallel,N,1508,4b,0940-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 6 St SW ,5 Av SW  &  6 St SW ,5,5
1155,Parallel,S,1155,6,0910-1750 MON-FRI,180,none,Downtown,8 St SW , 2 Av SW ,8 St SW  &  2 Av SW ,5,5
3111,Parallel,E,3111,12,0910-1750 MON-FRI,120,none,Beltline,4 St SW , 10 Av SW to 11 Av SW,4 St SW  &  10 Av SW to 11 Av SW,5,5
2392,Parallel,S,2392,6,0910-1750 MON-FRI,120,none,Downtown,8 Av SW , 8 St SW ,8 Av SW  &  8 St SW ,5,5
4745,Parallel,E,4745,14,0910-1750 MON-SAT,120,none,Victoria Park,Park Road SE , MacLeod ,Park Road SE  &  MacLeod ,5,5
4745,Parallel,S,4745,14,0910-1750 MON-SAT,120,none,Victoria Park,Park Road SE , MacLeod ,Park Road SE  &  MacLeod ,5,5
2815,Parallel,S,2815,18,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,2 Av NW , 9A St NW ,2 Av NW  &  9A St NW ,5,5
2831,Parallel,S,2831,19,0910-1750 MON-SAT,120,none,,Kensington Rd NW , 12 St NW ,Kensington Rd NW  &  12 St NW ,5,5
1197,Parallel,E,1197,5,0910-1750 MON-SAT,120,none,Downtown,5 St SW , 2 Av SW ,5 St SW  &  2 Av SW ,5,5
3199,Parallel,N,3199,15,0910-1750 MON-FRI,240,none,Victoria Park,11 Av SE , Olympic Wy SE ,11 Av SE  &  Olympic Wy SE ,5,5
3654,Parallel,S,3654,12,0910-1750 MON-FRI,180,AM&PM,,12 Av SW , 2 St SW ,12 Av SW  &  2 St SW ,5,5
